Jul 04, 2022, 12:27:21:    Windows system error .. 系统找不到指定的路径。 .. File: C:\Users\songyang\Desktop (18.05, Oct 29, 2020)
Jul 05, 2022, 19:38:17:    Windows system error .. 系统找不到指定的路径。 .. File: C:\Users\songyang\Desktop (18.05, Oct 29, 2020)
Aug 01, 2022, 10:08:24:    Element missing from the priority queue .. Concept #1: Cedrick ..  .. Setting the maximum priority! (18.05, Oct 29, 2020)
Aug 01, 2022, 10:08:37:    Element missing from the priority queue .. Topic #310: 设置默认概念组 点击菜单栏上的电灯泡：  在左侧选择一个概念组，再点击 Accept  恭喜你，你已经设置好了默认的概念组，之后导入的文章都会添加到该概念组之中。 注：勾选 Auto-apply 可以帮助你自动设置模板，这样新建卡片的时候就不用自己设置了。 ..  .. Setting the maximum priority! (18.05, Oct 29, 2020)
Aug 01, 2022, 10:31:01:    Element missing from the priority queue .. Topic #365: 一、关于PMP考试中的开工会议(Kick-off Meeting): 1、目前PMP考试，出现"Kick-off Meeting”的题目多达6-8道，或出现在题干中，或是正确答案。 2、PMP考试中“Kick-off Meeting”经常被翻译成"启动大会"；反过来说，PMP考试题目中，看到"启动大会”，其英文原文大多是“Kick-off . ..  .. Setting the maximum priority! (18.05, Oct 29, 2020)
Aug 01, 2022, 10:31:06:    Element missing from the priority queue .. Topic #373: 十七、选输入还是选工具？ (南京卓而越版权所有，禁止抄袭)1、题目问题中说“"使用什么来。。。？”，一般问的是工具，在选项中找工具2、题目问题中说“。。。要考虑什么？”、“查看什么”，一般问的是输入，在选项中找输入。 十八、选大的，还是选小的？（南京卓而越版权所有，禁止抄袭）看题目问题，问的是大的，就选大的；问的是小的，就选小的。 举例： . ..  .. Setting the maximum priority! (18.05, Oct 29, 2020)
Aug 01, 2022, 10:31:18:    Element missing from the priority queue .. Topic #368: 五、题目中问“下一步做什么应参考什么文件？”要在选项中找程序型计划 1、例如，实施风险应对措施后，项目经理进行下一步工作，应该参考什么计划？答案是风险管理计划。 2、又如，变更请求提出后，项目经理要推进工作，应参考什么计划？答案是变更管理计划。  3、再如，项目经理决定外包，要进行下一步工作，应参考什么计划？答案是采购管理计划。如此类推。 . ..  .. Setting the maximum priority! (18.05, Oct 29, 2020)
Aug 01, 2022, 10:31:20:    Missing element in the repetition schedule on 7/9/2022 .. Not found: Topic #368: 五、题目中问“下一步做什么应参考什么文件？”要在选项中找程序型计划 1、例如，实施风险应对措施后，项目经理进行下一步工作，应该参考什么计划？答案是风险管理计划。 2、又如，变更请求提出后，项目经理要推进工作，应参考什么计划？答案是变更管理计划。  3、再如，项目经理决定外包，要进行下一步工作，应参考什么计划？答案是采购管理计划。如此类推。 . ..  .. IMPORTANT! To prevent data loss do the following: 1. Back up your collection (e.g. with Ctrl+Shift+C) 2. Run File : Repair collection (Ctrl+F12) (18.05, Oct 29, 2020)
Aug 01, 2022, 10:31:27:    Element missing from the priority queue .. Topic #369: 八、组织过程资产、经验教训、问题、风险的区分 （一)、组织过程资产和经验教训的区别： 组织过程资产包括：模版、数据库、经验教训三大类； 模版和数据库是相对客观的资料，经验教训都是主观总结出来的成功与失败之处。  (二)、经验教训和问题的区别： 1、经验教训必须和主动选择有关，你的选择让你感到得意或后悔的事情，叫经验教训： . ..  .. Setting the maximum priority! (18.05, Oct 29, 2020)
Aug 01, 2022, 10:31:41:    Element missing from the priority queue .. Topic #366: 三、程序型计划的使用： 1、程序型计划主要告诉我们怎么做，而不是告诉我们做什么。所有项目管理计划中，除了三大基准、三个和人相关的计划（资源、沟通、相关方），其他都是程序型计划，包括：变更管理计划、配置管理计划、范围管理计划、需求管理计划、进度管理计划、成本管理计划、质量管理计划、风险管理计划、采购管理计划。 . ..  .. Setting the maximum priority! (18.05, Oct 29, 2020)
Aug 01, 2022, 10:31:49:    Missing element in the repetition schedule on 7/21/2022 .. Not found: Topic #365: 一、关于PMP考试中的开工会议(Kick-off Meeting): 1、目前PMP考试，出现"Kick-off Meeting”的题目多达6-8道，或出现在题干中，或是正确答案。 2、PMP考试中“Kick-off Meeting”经常被翻译成"启动大会"；反过来说，PMP考试题目中，看到"启动大会”，其英文原文大多是“Kick-off . ..  .. IMPORTANT! To prevent data loss do the following: 1. Back up your collection (e.g. with Ctrl+Shift+C) 2. Run File : Repair collection (Ctrl+F12) (18.05, Oct 29, 2020)
Aug 01, 2022, 10:31:53:    Missing element in the repetition schedule on 7/8/2022 .. Not found: Topic #366: 三、程序型计划的使用： 1、程序型计划主要告诉我们怎么做，而不是告诉我们做什么。所有项目管理计划中，除了三大基准、三个和人相关的计划（资源、沟通、相关方），其他都是程序型计划，包括：变更管理计划、配置管理计划、范围管理计划、需求管理计划、进度管理计划、成本管理计划、质量管理计划、风险管理计划、采购管理计划。 . ..  .. IMPORTANT! To prevent data loss do the following: 1. Back up your collection (e.g. with Ctrl+Shift+C) 2. Run File : Repair collection (Ctrl+F12) (18.05, Oct 29, 2020)
